sample_id,GENE,PRODUCT,RESISTANCE,country,%COVERAGE,%IDENTITY
ERR12511761,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511762,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511762,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511762,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511762,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511762,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511763,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511763,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511763,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.57
ERR12511763,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.89
ERR12511763,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511763,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,99.46
ERR12511763,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511764,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511764,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.89
ERR12511764,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.57
ERR12511764,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511764,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511766,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511766,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511766,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511766,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,99.56
ERR12511766,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511766,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511766,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511766,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511766,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511766,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511766,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511768,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511768,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511768,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,99.49
ERR12511768,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511768,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511768,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511768,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511768,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511768,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511768,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511769,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511769,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511769,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511769,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511769,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511772,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511772,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511772,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511772,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511772,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511772,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511772,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511772,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511772,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511773,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511773,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511773,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511773,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511773,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511774,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.82
ERR12511774,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.28
ERR12511774,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.83
ERR12511774,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.81
ERR12511774,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511775,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.82
ERR12511775,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511775,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.81
ERR12511775,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.83
ERR12511775,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.28
ERR12511779,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511779,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511779,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511779,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511779,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511779,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511779,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511779,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511779,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511779,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511780,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511780,str,streptomycin adenylyltransferase Str,STREPTOMYCIN,Tanzania,100.0,99.88
ERR12511780,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.81
ERR12511780,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.83
ERR12511780,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.28
ERR12511780,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.82
ERR12511781,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511781,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511781,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511781,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511781,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511781,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511782,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511782,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511782,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511782,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511782,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511782,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511782,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511782,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511782,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511782,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511783,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511783,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511783,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511783,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511783,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511784,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511784,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511784,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511784,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511784,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511786,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511786,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511786,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511786,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511786,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511786,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511786,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511786,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511786,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511786,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511787,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511787,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511787,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511787,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511787,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511787,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511787,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511787,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511787,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511787,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511790,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511790,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511790,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511790,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511790,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511790,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511790,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511790,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511790,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511790,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511791,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511791,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511791,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511791,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511791,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511791,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511792,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511792,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511792,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511792,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511792,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511792,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511792,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511792,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511792,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511792,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511793,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511793,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511793,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,99.95
ERR12511793,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,99.56
ERR12511793,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12511793,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511793,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Tanzania,100.0,98.97
ERR12511793,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511793,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12511793,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12511793,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12511794,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,99.93
ERR12511794,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,100.0
ERR12511794,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511794,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511794,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12511794,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,99.93
ERR12511794,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511794,sat4,streptothricin N-acetyltransferase Sat4,STREPTOTHRICIN,Tanzania,100.0,100.0
ERR12511794,aph(3')-IIIa,aminoglycoside O-phosphotransferase APH(3')-IIIa,AMIKACIN;KANAMYCIN,Tanzania,100.0,100.0
ERR12511794,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12511798,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511798,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511798,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511798,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511798,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511802,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511802,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511802,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511802,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511805,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511805,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511805,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511805,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511805,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511805,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511811,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511811,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.37
ERR12511811,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511811,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511811,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,99.76
ERR12511811,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511811,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12511814,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.82
ERR12511814,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.28
ERR12511814,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.83
ERR12511814,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.81
ERR12511814,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511815,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511815,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511815,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511815,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12511815,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,100.0
ERR12511816,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,98.82
ERR12511816,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.81
ERR12511816,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,92.83
ERR12511816,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.28
ERR12511816,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511817,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,98.81
ERR12511817,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511819,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
ERR12511819,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,100.0
ERR12511819,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.72
ERR12511819,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12511819,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,99.78
ERR12511819,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511819,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.05
ERR12511820,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,100.0
ERR12511820,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Tanzania,100.0,100.0
